,Address,Type,Name
4467,Family Hospital Pvt Ltd ,Hospitals/Healthcare,"B-859 Avantika, Sector - I, Rohini"
4468,"Eye7 Hospita, Kalindi Colony ",Hospitals/Healthcare,"B-6,Kalindi Colony, Inner ring road"
4469,"Eye7 Hoispital, Indirapuram ",Hospitals/Healthcare,"19 , Ist Floor , Shipra Vista    Plaza, Ahinsa Khand-1"
4470,"Eye Q Super Specialty Eye Hospitals, Vijay Nagar ",Hospitals/Healthcare,"39, Vijay Nagar Krishna Nagar    Kanpur Road"
4471,"Eye Q Super Specialty Eye Hospitals, Udhana ",Hospitals/Healthcare,"2nd Floor, SNS House, Udhana Teen Rasta,    Opposite Silicon Shoppers, Udhana Main Road"
4472,"Eye Q Super Specialty Eye Hospitals, Surat ",Hospitals/Healthcare,"2nd-3rd Floor, Raina Arcade, Near Navyug College    Rander Road"
4473,"Eye Q Super Specialty Eye Hospitals, Roorkee ",Hospitals/Healthcare,"Chanderpuri, Near Sindhi Sweets"
4474,"Eye Q Super Specialty Eye Hospitals, Rohtak ",Hospitals/Healthcare,"Makroli House,  Opposite Maruti Showroom    Sonipat Road"
4475,"Eye Q Super Specialty Eye Hospitals, Muzaffarnagar ",Hospitals/Healthcare,"First Floor, Above Axis Bank Ltd., 171    Civil Lines south, Court Road"
4476,"Eye Q Super Specialty Eye Hospitals, Lucknow ",Hospitals/Healthcare,NH-2 Vipulkhand-4    Gomti Nagar
4477,"Eye Q Super Specialty Eye Hospitals, Hisar ",Hospitals/Healthcare,"H.No-433/9C/2  Tayal Garden, Barwala Road"
4478,"Eye Q Super Specialty Eye Hospitals, Haldwani ",Hospitals/Healthcare,"8/6, Nainital Road,  Opp.Taxi Stand, Bhotia Paraow"
4479,"Eye Q Super Specialty Eye Hospitals, Gurgaon ",Hospitals/Healthcare,"Sheetla Hospital, New Railway Road"
4480,"Eye Q Super Specialty Eye Hospitals, Fatehabad ",Hospitals/Healthcare,"H.No.7-8    Model Town, Near Bus Stand"
4481,"Eye Q Super Specialty Eye Hospitals, Aliganj ",Hospitals/Healthcare,"B-60, Sector-B"
4482,Eye Health Clinic ,Hospitals/Healthcare,"E-1, Sector 61"
4483,Eye Care Hospital Pvt Ltd ,Hospitals/Healthcare,Polytechnic Road
4484,"Excel Hospital, Surat ",Hospitals/Healthcare,"8-15, 3rd Floor, Sheetal Shopping Square    Old LB Cinema, Bhatar Road, God dod Road Junction"
4485,"Excel Hospital, Kanpur ",Hospitals/Healthcare,14/138 Chunni Ganj
4486,Evista Eye Care Centre ,Hospitals/Healthcare,Opposite to Dhantoli Park  Nagpur
4487,Evergreen Enterprises ,Hospitals/Healthcare,"16-A1, Mariamman Kovil Street, Saravanamapatti"
4488,Esteem Services ,Hospitals/Healthcare,"111/131 Sidco Mohen Complex    PO PeringAndoor,Athani,Thrissur"
4489,Esis Hospital ,Hospitals/Healthcare,"Opp Kadiwala High School, Ring Road"
4490,"ESI Hospital,Ludhiana ",Hospitals/Healthcare,"ESIC Model Hospital, Bharat Nagar Chowk"
4491,"ESI Hospital,Delhi ",Hospitals/Healthcare,Okhla Industrial Area Phase I
4492,Energy Fitness ,Hospitals/Healthcare,"8, Ursu Bhavan, Jasma Bhavan Road    Millers Tank, Vasanth Nagar"
4493,Elekta Medical Systems India Pvt Ltd ,Hospitals/Healthcare,"302, 3rd Floor, Block 4A    Corporate Park , DLF City Phase III"
4494,Dwarkesh Hospital ,Hospitals/Healthcare,"10-11, Shivali Society,    L & T Circle, Opp. New VUDA Office complex VIP Road, Karelibaug"
4495,Durga Industries ,Hospitals/Healthcare,"S.R.T-911, Beside Sanathnagar    P S Sanathnagar"
4496,Drishti Eye Hospital ,Hospitals/Healthcare,"SCO 26, Sector 11"
4497,Drishti Eye Centre ,Hospitals/Healthcare,20 - 21F Fruit Garden Railway Road    Near. Green Automobile N.I.T
4498,Dr.U.Mohan Rau Memorial Hospital ,Hospitals/Healthcare,"962, Poonamallee High Road"
4499,Dr.Tonys Super Speciality Eye Institute ,Hospitals/Healthcare,"Opp.Govt Higher Secondary School,    High Road"
4500,Dr.Raos ENT Super Speciality Hospital ,Hospitals/Healthcare,"Behind Durga Malleswara Swamy Temple, ? RT    Housing Board Colony, Opp.Mosque, Panjagutta"
4501,Dr.Ramayyas UrologyNephrology Institute and Hospitals Pvt Ltd ,Hospitals/Healthcare,5-9-34/2 Adjacent to New MLA Quarters    Basheer Bagh
4502,"Dr.Agarwals Eye Hospital Ltd, kukatpally ",Hospitals/Healthcare,"Ground Floor, Vijay sai Towers, opp BJP Office"
4503,"Dr.Agarwals Eye Hospital Ltd, Dilsukhnagar ",Hospitals/Healthcare,"S.S. Towers, No. 18-92/C,D,E Chaitanyapuri    X roads, Dilsukhnagar"
4504,"Dr.Agarwals Eye Hospital , Jaipur ",Hospitals/Healthcare,"A-2, Jamnalal Bajaj Marg, Civil Lines Railway    Crossing, C-Scheme"
4505,Dr. Solanki Eye Hospital ,Hospitals/Healthcare,"2, Sirur Park Road, Seshadripuram"
4506,Dr. S K Pandhuranga Rao Nursing Hospital ,Hospitals/Healthcare,"3rd Cross, Satyanaranyanapet"
4507,Dr. Ramesh Hospital ,Hospitals/Healthcare,"6/63, 59th Cross,  4th Block, Rajajinagar Entrance    Opp. MEI Polytechnic"
4508,Dr. Ramesh Cardiac and Multispeciality Hospital Ltd ,Hospitals/Healthcare,Ring Road
4509,Dr. Rai Memorial Medical Centre ,Hospitals/Healthcare,"No: 562 - Century Plaza Anna Salai, Teynampet"
4510,Dr. Prem Rai Hospital Pvt Ltd ,Hospitals/Healthcare,Panchvati The Mall Road
4511,Dr. Om Parkash Eye Institute ,Hospitals/Healthcare,"117-A, The Mall"
4512,Dr. Mohans Diabetes Specialities Centre ,Hospitals/Healthcare,"6B, Conran Smith Road, Gopalapuram"
4513,Dr. Mehta Eye Hospital ,Hospitals/Healthcare,"Opp Khadi Bhavan, Kothi"
4514,Dr. Kamakshi Memorial Hospital ,Hospitals/Healthcare,"1, Radial Road    Pallikaranai"
4515,Dr. Hedgewar Arogya Sansthan ,Hospitals/Healthcare,"East Arjun Nagar , Karkardooma"
4516,Dr. Bhats Eye Skin Laser Centre ,Hospitals/Healthcare,"No.1, MTH Road, Ambattur OT"
4517,Dr. Baba Saheb Ambedkar Hospital ,Hospitals/Healthcare,"sector - 6, Rohini,"
4518,Dr. B L Kapur Memorial Hospital ,Hospitals/Healthcare,"Old Sabzi Mandi Chowk, G.T. Road"
4519,Dr. Atuls Child Hospital ,Hospitals/Healthcare,37 Shopping Center Opp. Peetal Factory    Shastri Nagar Road
4520,Dr. Andal Lakshmi Fertility Clinic ,Hospitals/Healthcare,16-2-94 Opp. Raghava Cine Complex    Pogathota
4521,"Dr. Akbar Eye Hospital, Mehdipatnam ",Hospitals/Healthcare,"12-2-831/87, Sai Suchi Towers, Opp. Syndicate Bank    Mehdipatnam"
4522,"Dr. Akbar Eye Hospital, Ananthapur ",Hospitals/Healthcare,"Door No ? 12-2-243, 6th Cross, Sai Nagar"
4523,Dr. Agarwals Eye Hospital Ltd  Hyderabad ,Hospitals/Healthcare,"Sriman Chambers, No. 8-2-293/k/311,312    Kamalpuri Colony Phase III"
4524,"Dr. Agarwals Eye Hospital Ltd, Basaveshwaranagar ",Hospitals/Healthcare,"KADE Complex, No. 869,2nd Stage    WCR,Basaveshwaranagar"
4525,"Dr. Agarwals Eye Hospital Ltd , Yelahanka ",Hospitals/Healthcare,"No. 2557 HIG, 16th B Cross Road    3rd Stage, Yelahanka New Town"
4526,"Dr. Agarwals Eye Hospital Ltd , Tuticorin ",Hospitals/Healthcare,"No.138/4,Palayam Kotai Main"
4527,"Dr. Agarwals Eye Hospital Ltd , Secundrabad ",Hospitals/Healthcare,"H.No 8-1-386,387& 467Beside Syndicate Bank    Rashtrapathi"
4528,"Dr. Agarwals Eye Hospital Ltd , Padmanabha Nagar ",Hospitals/Healthcare,"Pavanadhama, No.30, 80 feet road    R.K.Layout Padmanabha Nagar"
4529,"Dr. Agarwals Eye Hospital Ltd , Neyveli ",Hospitals/Healthcare,"No:47, Cuddalore Main Road, Mantharakuppam ,Neyvel"
4530,"Dr. Agarwals Eye Hospital Ltd , Coles Road ",Hospitals/Healthcare,"No. 33, Coles Road, Frazer Town"
4531,"Dr. Agarwals Eye Hospital Ltd , Catheral Road ",Hospitals/Healthcare,"19, Cathedral Road"
4532,"Dr. Agarwals Eye Hospital Ltd , Basavanagudi ",Hospitals/Healthcare,"Lakshmi No. 20, Shankara Mutt Main Road"
4533,"Dr. Agarwals Eye Hospital Ltd , Bannerghatta Road ",Hospitals/Healthcare,"C K Emerald No, N.S. Palya  Kaveriappa Industrial    Area Bannerghatta Road"
4534,Dr. Agarwals Eye Hospital Ltd ,Hospitals/Healthcare,"4A, Prince Arcade, 22-A, Cathedral Road,"
4535,Dr Zamindars Microsurgical Eye Centre ,Hospitals/Healthcare,"7th B Cross, 1st Floor, J.B. Nagar    Banaswadi Road, Opposite Raghavendra Mutt"
4536,Dr TMA Pai Hospital (Manipal Health) ,Hospitals/Healthcare,Opp Taluk Office
4537,Dr Solanki Eye Hospital ,Hospitals/Healthcare,"2, Sirur Park Road, Near Nataraj Theater    Seshadripuram"
4538,Dr Shuklas Shraddha Multispeciality Hospital ,Hospitals/Healthcare,"Lake side (Shraddha Hospital) Road    Behind AXIS Bank,  Off Sumair Club Road"
4539,Dr Sabharwals Group ,Hospitals/Healthcare,"260, Sector - 6"
4540,Dr Ruban Memorial Hospital ,Hospitals/Healthcare,South East Gandhi Maidan (Near IMA Hall)
4541,Dr Mehtas Hospitals ,Hospitals/Healthcare,"No.2, McNichols Rd, 3rd Lane Chetpet"
4542,Dr Kamakshi Memorial Hospital ,Hospitals/Healthcare,"1,Radial Road,Pallikaranai"
4543,Dr Jivraj Mehta Smarak Health Foundation ,Hospitals/Healthcare,"Ratubhai Adani Arogyadham, Near Ayojan Nagar"
4544,Dr Chidgupkar Hospital Pvt Ltd ,Hospitals/Healthcare,190  Budhwar Peth Samrat Chowk
4545,Dr Batras Positive Health Clinic Pvt Ltd ,Hospitals/Healthcare,"2nd Floor H.Kantilal Compound, Sakinaka, Andheri(E)"
4546,Dr Anil Patils Vedicure Pvt Ltd ,Hospitals/Healthcare,"Aa-60, Kailas Ind. Complex    Hiranandani Link Road Vikhroli (West)"
4547,"Dr Agarwals Eye Hospital Ltd, Velachery ",Hospitals/Healthcare,"No 27,100 Feet Road, Tharamani Link Road,Velachery"
4548,"Dr Agarwals Eye Hospital Ltd, Tiruvallur ",Hospitals/Healthcare,"No 157, J.N Road"
4549,"Dr Agarwals Eye Hospital Ltd, Tirunelveli ",Hospitals/Healthcare,"No.10, South Bye pass Rd, (Opp. to BSNL off),    Vannarpet"
4550,"Dr Agarwals Eye Hospital Ltd, Tambaram ",Hospitals/Healthcare,"T.D.K Tower, No 6, Duraiswamy Reddy Street    (Near Tambaram Bus Stop), West Tambaram"
4551,"Dr Agarwals Eye Hospital Ltd, Porur ",Hospitals/Healthcare,"No 49, Arcot Road, Porur"
4552,"Dr Agarwals Eye Hospital Ltd, Perambur ",Hospitals/Healthcare,"The Federation Square, B-63, Siva Elango Salai    (70 Feet Road) Periyar Nagar"
4553,"Dr Agarwals Eye Hospital Ltd, Panruti ",Hospitals/Healthcare,"Vasantham Tower, No.74, Kumbakonam Main Road"
4554,"Dr Agarwals Eye Hospital Ltd, Krishnagiri ",Hospitals/Healthcare,"36A,4th Cross, Co-operative Colony"
4555,"Dr Agarwals Eye Hospital Ltd, Kolathur ",Hospitals/Healthcare,"No 139, 3rd Main Road, Srinivasa Nagar,Kolathur"
4556,"Dr Agarwals Eye Hospital Ltd, Hosur ",Hospitals/Healthcare,"No:72/3, R.S. Towers, Opp.Traffic Station    Bangalore Main Road"
4557,"Dr Agarwals Eye Hospital Ltd, Dharmapuri ",Hospitals/Healthcare,"No:136, 1st Floor,Nethaji ByPass Road,OPP.Hotel    Rama Boarding"
4558,"Dr Agarwals Eye Hospital Ltd, Ashok Nagar ",Hospitals/Healthcare,"New No 33,7th Avenue(Near G.R.T School), Ashok    Nagar"
4559,"Dr Agarwals Eye Hospital Ltd ,Erode ",Hospitals/Healthcare,"397/1, Perundurai Main Road, Opp. to KPK Petrol    Bunk"
4560,"Dr Agarwals Eye Hospital Ltd , Salem ",Hospitals/Healthcare,"No:11A/1, Gandhi Road"
4561,"Dr Agarwals Eye Hospital Ltd , Avadi ",Hospitals/Healthcare,"No:3, 1st Floor, Main Road,Kamaraj Nagar, Avadi"
4562,"Dr Agarwal Eye Hospital Ltd, Villupuram ",Hospitals/Healthcare,"19, Trichy Trunk Road"
4563,"Dr Agarwal Eye Hospital Ltd, Vellore ",Hospitals/Healthcare,"19/1, Officers Line"
4564,"Dr Agarwal Eye Hospital Ltd, Nungambakkam ",Hospitals/Healthcare,"100, 101 Valluvarkottam High Road, Nungambakkam"
4565,"Dr Agarwal Eye Hospital Ltd, New Washermanpet ",Hospitals/Healthcare,"Tamil Nadu Tower No. 729, TH road New Washermenpet"
4566,"Dr Agarwal Eye Hospital Ltd, Kumbakonam ",Hospitals/Healthcare,"2/381, Indira Nagar (Near Vatti Pillaiyar Koil)"
4567,"Dr Agarwal Eye Hospital Ltd, Kanchipuram ",Hospitals/Healthcare,"32-B, Indira Gandhi Road"
4568,"Dr Agarwal Eye Hospital Ltd, Anna Nagar ",Hospitals/Healthcare,"No.107, A Block, 3rd Avenue, Anna Nagar Roundana,    Anna Nagar"
4569,"Dr Agarwal Eye Hospital Ltd , Triplicane ",Hospitals/Healthcare,"360, Triplicane High Road, Triplicane"
4570,Down Town Hospital Ltd ,Hospitals/Healthcare,G.S. Road Dispur
4571,Dolphin Medical Services Ltd ,Hospitals/Healthcare,Ramachandra Rao Road    Surya Rao Pet
4572,Doctor Kares Healthcare Pvt Ltd (Vasant Vihar) ,Hospitals/Healthcare,"D - 1/28, Vasant Vihar"
4573,DocSuggest Healthcare Services ,Hospitals/Healthcare,"513, Topaz Towers, Amrutha Hills    Panjagutta"
4574,DM Healthcare Pvt Ltd ,Hospitals/Healthcare,"Diamond House 3-B,    35th Road, Bandra (W),"
4575,DM Eye Care Delhi Pvt Ltd ( Aster Eye Care ) ,Hospitals/Healthcare,5E/08  BP Railway Road NIT
4576,Divya Eye Clinic and Day Care Canter ,Hospitals/Healthcare,"B - 102, Dhruv Apartments    Main Gulmohar Road Juhu"
4577,Divine Wellness Pvt Ltd ,Hospitals/Healthcare,Lohia Complex    Chaubepur
4578,Diabetik Foot Care India ,Hospitals/Healthcare,No 18/1 Kannapa Nagar 3rd main Road Thiruvanmiyur
4579,Dhawan Hospital ,Hospitals/Healthcare,Plot No.1  Sector-7 Panchkula
4580,Dharan Hospital ,Hospitals/Healthcare,"14,Seelanaickanpatty byepass"
4581,Dharamshila Hospital And Research Center ,Hospitals/Healthcare,Vasundhara Enclave
4582,Dhanvantri Jeevan Rekha Ltd ,Hospitals/Healthcare,1 Saket
4583,Dhanawantri Kerala Ayurved ,Hospitals/Healthcare,Shubham Center B Wing Ground Floor Cardinal    Gracious Rd. Near Holly Family
4584,Dhami Eye Care Hospital ,Hospitals/Healthcare,"82-B, Kitchlu Ngr,"
4585,Devamatha Hospital ,Hospitals/Healthcare,Koothattukulam
4586,Deodhar Hospitals Pvt Ltd ,Hospitals/Healthcare,"Geet  Ganga Gokhale Road    Opp. Ice Factory,  Naupada Thane (W)"
4587,Delhi Heart and Lung Institute ,Hospitals/Healthcare,"3 - MM II, Panchkuian Road"
4588,Deepam Kidney Centre ( A Unit Of Deepam Hospital) ,Hospitals/Healthcare,No. 94 GST Road West Tambaram
4589,"Deepam Hospitals, Pallavaram ",Hospitals/Healthcare,"107-A, GST Road, Chromepet"
4590,"Deepam Hospitals, Chengalpet ",Hospitals/Healthcare,"No. 70, Kancheepuram Main Road Chengalpet"
4591,Deepam Hospital Ltd ,Hospitals/Healthcare,"327, Muthurangam Road West Tambaram"
4592,"Deepam Healthcare, Chrompet ",Hospitals/Healthcare,"No.30, Ayaswamy Street, Nehru Nagar, Chromepet"
4593,Deepam Eye Hospital ,Hospitals/Healthcare,"No.72, Medavakkam Tank Road    Secretariat Colony, Kilpauk"
4594,Deepali United Manufacturing Pvt Ltd ,Hospitals/Healthcare,"30 / 108, Laxmi Industrial Estate    New Link Rd, Andheri (West)"
4595,Deepak Hospital ,Hospitals/Healthcare,"259, 33 cross, kanakapura main road    7 block, Yediyur"
4596,Deepa Kannan Hospital ,Hospitals/Healthcare,"33 ,Muthu Nagar"
4597,Deepa Hospital ,Hospitals/Healthcare,"No-27 Old Madras Road,Krishnarajapura ,"
4598,Deep Hospital ,Hospitals/Healthcare,Model Town
4599,Deendayal Memorial Hospital ,Hospitals/Healthcare,926 Fergusson College Road Shivaji Nagar
4600,Deen Dayal Upadhyaya Hospital ,Hospitals/Healthcare,"Hari Nagar, Clock Tower"
4601,DDMM Heart Institute ,Hospitals/Healthcare,Mission Road
4602,Cutis Cosmetic Plastics Surgery Center ,Hospitals/Healthcare,"315-316, Sarvopari Mall, Near Bhuyangdev    cross Road Sola Road, Ghatlodia"
4603,Curie Manavta Cancer Centre ,Hospitals/Healthcare,"Opp Mahamarg Stand, Mumbai Naka,"
4604,CURA Healthcare Pvt Ltd ,Hospitals/Healthcare,"#22 P.K. III Cross Road, Industrial Estate    Ekkattuthangal"
4605,CSI Rainy Multispeciality Hospital ,Hospitals/Healthcare,45 G A Road Old Washermanpet
4606,CSI Mission Hospital ,Hospitals/Healthcare,P.O. Codacal Tirur
4607,CSI Kalyani Multispeciality Hospital ,Hospitals/Healthcare,"15, Dr.Radhakrishnan Salai    Mylapore"
4608,Crescent Medical Centre ,Hospitals/Healthcare,Alathur P.O Palakkad Dist
4609,Credence Hospital ,Hospitals/Healthcare,Near Ulloor bridge
4610,Cradle Calicut Maternity Care Pvt Ltd ,Hospitals/Healthcare,NH 17 Bypass Airport Road
4611,Cosmopolitan Hospitals Pvt Ltd ,Hospitals/Healthcare,Pattom Trivandrum
4612,Cosmoderma Care ,Hospitals/Healthcare,"No.463, Near Barista, 17th C Main, Khb Colony, 5th    Block, Koramangala"
4613,Cosmetic Surgery Centre of India ,Hospitals/Healthcare,"Vishal Mandir, Plot No. 350,6th Road, Opp.Satgurus, Off. Linking Road, Khar West"
4614,Cooper Hospital ,Hospitals/Healthcare,Vile Parle (west)
4615,Concept Integrations India Pvt Ltd ,Hospitals/Healthcare,"Salunkhe Crystals, Survey No.1/8/1 NDA-Pashan Road"
4616,Comtrust Eye Hospital ,Hospitals/Healthcare,Puthiyara
4617,Columbia Asia Hospital Pvt  Ltd  Bangalore ,Hospitals/Healthcare,"The Icon, #8, 80 Feet Raod,HAL III Stage, Indiranagar"
4618,Columbia Asia Hospital   Salt Lake ,Hospitals/Healthcare,"I B 193,Sector 3,NR Eastern Zonal Cultural Complex    Salt Lake, Sech Bhawan"
4619,Coimbatore Kidney Centre ,Hospitals/Healthcare,"738-B, Puliakulam Road"
4620,CMI Hospital ,Hospitals/Healthcare,"54, Haridwar Road"
4621,Clinic Dermatech ,Hospitals/Healthcare,"D - 1, Defence Colony,"
4622,Clear Vision Eye Hospital ,Hospitals/Healthcare,"3-6-272,NVK Towers Near Old MLA Quarters    Opp. Telugu Academy Himayathnagar"
4623,"City Hospital, Sri Ganganagar ",Hospitals/Healthcare,"45 Model Colony, Meera Marg"
4624,City Heart Centre ,Hospitals/Healthcare,"19, Cross Road Dehradun"
4625,Citizens Hospital ,Hospitals/Healthcare,"Nallagandla, Serilingampally"
4626,CIIGMA Institute Of Medical Sciences Pvt Ltd ,Hospitals/Healthcare,3 Raghuveer Nagar Opp. SFS High School    Jalna Road
4627,Christudas Orthopaedic Speciality Hospital ,Hospitals/Healthcare,No. 9 Duraiswamy Nagar IAF Road    Near Madras Christian College East Tambaram
4628,Christudas Hospital ,Hospitals/Healthcare,"No.1, Elangovan Street , East Tambaram"
4629,Chord Road Hospital Pvt Ltd ,Hospitals/Healthcare,"No.100/101, L.I.C.Colony, West of Chord Road    Basaveshwaranagar"
4630,Cholayil Sanjeevanam ,Hospitals/Healthcare,"No. 50, Block ? 1, Ist Floor    AMM Towers, Thiruvalluvar Road"
4631,"CHL Hospitals, Indore ",Hospitals/Healthcare,"A. B. Road, Near L.I.G. Square"
4632,Chittoor Eye Hospital ,Hospitals/Healthcare,"Opp. to S.B.I Colony, Kongareddy palle"
4633,Chittaranjan National Cancer Institute ,Hospitals/Healthcare,"37,S.P.Mukherjee Road"
4634,Chitras ENT Laser Surgery Super Speciality Hospital ,Hospitals/Healthcare,"30-C, Cathedral Garden Road    Nungambakkam"
4635,Chinmayi Hospital ,Hospitals/Healthcare,"Church Road, Kundapur"
4636,Chinmaya Narayana Hrudayalaya ,Hospitals/Healthcare,"CMH Road, Indiranagar"
4637,Chhattissgarh Dental Hospital ,Hospitals/Healthcare,Near City Kotwali Chhota para road
4638,Chennai Meenakshi Multispeciality Hospital Ltd ,Hospitals/Healthcare,New No. 72 Old No. 148    Luz Church Road Mylapore
4639,Chennai Krishna Hospital ,Hospitals/Healthcare,"297, GST Road,Near MIT Bridge    Chrompet"
4640,Chennai Healthcare Engineers ,Hospitals/Healthcare,"New No.62,Old No.78  g2,Jasmine Garden, Dr.Algappa    Purasaiwalkam"
4641,Charithasri Hospitals Ltd ,Hospitals/Healthcare,"29-13-17, Kaleswararao Road, Suryaraopet"
4642,Chandulal Chandrakar Memorial Hospital ,Hospitals/Healthcare,Nehru Nagar Square    GE Road
4643,Chandni Hospital Pvt Ltd ,Hospitals/Healthcare,"9/60, Arya Nagar"
4644,Chandni Hospital ,Hospitals/Healthcare,MPA-23 Mahaveer Nagar-II
4645,Chandan Hospital ,Hospitals/Healthcare,"House No.891 , Phase-7"
4646,Challa Hospital ,Hospitals/Healthcare,7-1-71/A/1 Dharam Karam Road    Ameerpet
4647,Challa Eye Care Centre ,Hospitals/Healthcare,"Lane Beside Harley Davidson Showroom (Sagar    Soceity Main Road) Road No: 2, Banjara Hills"
4648,"Chaitanya Hospital, Pune ",Hospitals/Healthcare,"Rahi Sakha Apt.,S.No.133,    Pune Sinhagad Road, Parvati,"
4649,"Chaitanya Hospital, Chinchawad ",Hospitals/Healthcare,"Near Chinchawadgaon Police Chowky    Chaphekar Chowk, Chinchawad"
4650,Cessna Lifeline Veterinary Hospital ,Hospitals/Healthcare,"No.177,  9th Crs,    5th Mn,1st STG, Indiranagar"
4651,"Centre for Sight,Preetvihar ",Hospitals/Healthcare,"F - 19, Preet Vihar, Main Vikas Marg"
4652,"Centre For Sight,Gurgaon ",Hospitals/Healthcare,"SCO 317, Sector 29"
4653,"Centre For Sight,Faridabad ",Hospitals/Healthcare,"Sunflag Hospital, Sector 16 A"
4654,"Centre for Sight, Roop Nagar ",Hospitals/Healthcare,"1/2, Roop Nagar"
4655,"Centre for Sight, Rohini ",Hospitals/Healthcare,"304-309, Ring Road Mall, Sector 3    Near Kali Mandir"
4656,"Centre for Sight, Rajouri Garden ",Hospitals/Healthcare,"J-12/30, Rajouri Garden"
4657,"Centre for Sight, Okhla ",Hospitals/Healthcare,At Fortis Escorts Heart Institute and Research Cen    Okhla Road
4658,Centre for Chronic Disease Control ,Hospitals/Healthcare,"Tower No. 4, C-9,    Commercial Complex Vasant Kunj"
4659,Center Point Hospital ,Hospitals/Healthcare,Center Point Hospital Medical Square
4660,Centenial Surgical Suture Ltd ,Hospitals/Healthcare,"F-29, MIDC, Murbad,"
4661,CARE Nampally(CARE Hospitals) ,Hospitals/Healthcare,"Exhibition Grounds Road,    Nampally"
4662,Care Management International Pvt Ltd ,Hospitals/Healthcare,"5th floor,    Nyati Millennium, Vimannagar"
4663,"CARE Hospital, Nagpur ",Hospitals/Healthcare,"3 Farm land,Panchsheel Square,    Ramdaspeth,Wardha Road"
4664,Care Hospital (Group HQ) ,Hospitals/Healthcare,"Care Convergence Center, H.No 8-2-595/2/b, Road No 10, Banjara Hills."
4665,CARE Banjara (CARE Hospitals) ,Hospitals/Healthcare,"Road no 1,Banjara Hills"
